Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Price,Doors,Cylinders
BMW,Altima,2000,67737,2.0,196,1800,Gasoline,Manual,60706,4,6
Mercedes,Tucson,2019,103286,2.0,112,2640,Gasoline,Automatic,80428,4,4
Mercedes,A4,2007,114797,1.5,73,2391,Gasoline,Automatic,33131,4,4
Honda,Altima,2014,115259,2.5,224,2675,Gasoline,Automatic,59543,4,4
Volkswagen,Golf,2013,122696,6.0,469,3425,Hybrid,Automatic,138305,4,6
Mercedes,Camry,2001,94136,2.5,197,3361,Gasoline,Automatic,77630,4,6
Audi,Camry,2009,72853,2.5,228,3826,Gasoline,Manual,84009,2,4
Chevrolet,Silverado,2020,141843,2.0,178,3508,Gasoline,CVT,42629,4,6
Mercedes,3 Series,2005,54037,3.0,227,3166,Gasoline,Automatic,112636,4,6
Nissan,C-Class,2005,59154,1.0,126,2460,Diesel,Automatic,43591,4,8
BMW,Tucson,2014,53504,4.0,327,4536,Gasoline,Automatic,141573,4,4
Toyota,Golf,2017,22037,2.0,114,2379,Gasoline,Automatic,55968,4,4
BMW,Silverado,2008,69511,1.0,50,2956,Gasoline,Automatic,42903,4,8
Chevrolet,Golf,2005,42211,1.0,91,3782,Gasoline,Automatic,26915,2,8
Toyota,C-Class,2023,105400,1.0,104,3611,Hybrid,Automatic,41396,2,4
Chevrolet,C-Class,2014,114399,3.0,246,2041,Gasoline,Automatic,54902,4,6
Chevrolet,3 Series,2020,110614,5.0,411,3404,Diesel,Automatic,100654,4,4
Audi,C-Class,2011,96920,1.0,50,3636,Diesel,Automatic,30018,4,4
Mercedes,A4,2020,119216,4.0,357,2932,Hybrid,Automatic,150000,4,6
Honda,C-Class,2024,77821,1.5,130,1800,Gasoline,Automatic,63015,4,4
Chevrolet,A4,2002,40275,3.0,265,3777,Hybrid,Manual,73871,4,6
Hyundai,Civic,2021,36517,5.0,378,2609,Diesel,Automatic,109697,4,6
BMW,Altima,2008,8250,1.5,117,3348,Gasoline,Manual,71580,4,6
Audi,C-Class,2014,122843,5.0,449,2854,Gasoline,Automatic,150000,4,6
Chevrolet,Tucson,2002,47960,4.0,300,3174,Gasoline,Automatic,66705,4,4
Toyota,C-Class,2011,149578,4.0,312,3735,Hybrid,Manual,76602,4,4
Nissan,Tucson,2007,69032,4.0,323,2612,Gasoline,Automatic,77521,4,4
Nissan,Golf,2022,74493,6.0,474,3578,Diesel,CVT,131597,4,4
Mercedes,F-150,2021,133232,6.0,417,3202,Hybrid,Automatic,150000,4,6
Toyota,Altima,2023,91554,1.5,86,2401,Electric,Manual,68545,4,6
Nissan,Tucson,2003,100553,3.0,235,1800,Hybrid,Automatic,55997,4,4
Audi,Camry,2013,193812,2.5,196,3251,Gasoline,CVT,57894,4,4
Hyundai,Altima,2010,26985,1.5,165,3509,Gasoline,Automatic,42100,4,8
Honda,A4,2016,40482,1.5,157,2376,Gasoline,Manual,67265,4,4
Volkswagen,Camry,2012,0,5.0,406,2308,Gasoline,Automatic,114625,4,4
Volkswagen,F-150,2010,135566,1.5,131,3831,Gasoline,Automatic,33965,4,4
Honda,Altima,2010,111861,1.5,108,2507,Hybrid,Automatic,30910,4,4
Honda,A4,2011,102382,6.0,482,2752,Gasoline,Manual,123916,2,6
Chevrolet,Civic,2023,109387,1.0,75,3184,Gasoline,Automatic,35451,4,4
Hyundai,F-150,2022,97281,1.0,101,4478,Hybrid,Automatic,50383,4,4
BMW,Golf,2017,64257,2.0,120,3743,Diesel,Manual,85572,4,8
Honda,A4,2011,95962,3.0,237,2710,Hybrid,CVT,78336,4,6
Volkswagen,Golf,2008,108955,2.5,237,3707,Gasoline,Automatic,58196,4,4
Volkswagen,Altima,2011,82917,1.5,120,2777,Gasoline,Automatic,39123,4,6
Volkswagen,Camry,2010,170330,4.0,316,1909,Hybrid,Automatic,93373,4,4
Mercedes,Silverado,2003,88278,1.5,219,3111,Diesel,Automatic,62514,4,4
Volkswagen,A4,2018,60545,2.0,105,4339,Diesel,Automatic,55402,4,6
Mercedes,3 Series,2021,71706,2.0,191,2540,Gasoline,Manual,117357,4,4
Honda,Golf,2024,9221,6.0,533,1800,Gasoline,Automatic,150000,4,6
Honda,C-Class,2001,97699,5.0,364,1800,Diesel,Automatic,87314,4,6
BMW,A4,2012,159243,2.0,149,3459,Gasoline,Automatic,61591,4,4
Hyundai,3 Series,2024,86978,4.0,302,4820,Gasoline,Automatic,84143,2,4
Toyota,Camry,2016,70364,3.0,315,2533,Hybrid,Automatic,102833,4,4
Toyota,Altima,2017,111546,5.0,399,3527,Hybrid,Automatic,121948,4,4
Audi,Tucson,2019,157912,3.0,163,3667,Gasoline,Manual,69877,4,4
Nissan,3 Series,2020,123076,5.0,412,2962,Gasoline,Manual,91721,4,6
Chevrolet,Golf,2022,103779,4.0,293,2761,Gasoline,Manual,81966,4,6
Chevrolet,A4,2018,84619,1.5,81,3012,Gasoline,Automatic,37595,4,4
Toyota,Altima,2007,46207,2.5,235,1800,Hybrid,Automatic,65092,2,6
Audi,Civic,2007,142397,2.0,187,2171,Diesel,CVT,67378,4,4
BMW,Silverado,2005,89196,3.0,227,2786,Hybrid,Automatic,101872,4,6
Mercedes,A4,2019,104573,4.0,331,2101,Hybrid,Automatic,150000,4,6
Honda,3 Series,2013,112856,2.0,153,3693,Hybrid,Automatic,53229,4,4
Toyota,Altima,2009,98802,3.0,215,3048,Gasoline,Automatic,55151,4,4
Volkswagen,F-150,2022,43061,5.0,413,2296,Gasoline,Automatic,126749,4,4
Honda,3 Series,2006,88592,4.0,320,3810,Hybrid,Automatic,90049,2,6
Mercedes,C-Class,2011,139816,3.0,239,3080,Gasoline,CVT,93489,4,6
Volkswagen,Camry,2012,108088,3.0,245,2527,Hybrid,Automatic,77361,4,8
Volkswagen,Civic,2010,58261,2.0,171,1946,Gasoline,Automatic,52009,4,4
Nissan,A4,2002,43982,5.0,412,3537,Diesel,Automatic,93244,4,4
Nissan,C-Class,2020,110306,2.5,195,4490,Hybrid,Automatic,64839,2,6
Honda,Civic,2007,83967,3.0,228,2845,Diesel,CVT,67707,4,4
Volkswagen,Silverado,2019,115800,1.5,189,3250,Gasoline,Manual,61260,4,6
Nissan,Camry,2008,98613,1.5,95,3149,Gasoline,Automatic,22177,4,6
Nissan,F-150,2014,40009,5.0,380,4520,Gasoline,Automatic,90890,4,4
Volkswagen,Altima,2011,66580,5.0,351,2399,Diesel,Automatic,104336,4,4
Honda,C-Class,2005,66467,1.5,129,3160,Diesel,Manual,40585,4,6
Nissan,Civic,2024,88936,2.0,146,3499,Diesel,Automatic,54648,4,4
Audi,Camry,2011,32392,2.5,146,2074,Gasoline,Automatic,76816,4,6
Volkswagen,A4,2015,0,1.5,119,2259,Gasoline,Automatic,50241,2,4
Volkswagen,Golf,2009,73758,4.0,376,2153,Diesel,CVT,95967,4,4
Audi,Civic,2018,19106,2.0,135,4109,Gasoline,Automatic,84110,4,4
Honda,C-Class,2005,92022,1.0,50,2724,Gasoline,Automatic,12464,4,6
Ford,Civic,2000,47632,2.5,218,3286,Gasoline,Automatic,44342,4,4
Toyota,A4,2009,40471,1.5,86,3821,Diesel,Automatic,39489,4,4
BMW,Tucson,2005,90848,2.0,146,3685,Diesel,Automatic,65198,4,6
Volkswagen,Altima,2003,79279,2.0,166,3072,Gasoline,Automatic,32377,2,6
Audi,Tucson,2023,156237,1.5,115,2322,Gasoline,CVT,55811,4,4
Hyundai,C-Class,2011,111214,6.0,535,5169,Hybrid,Automatic,124308,4,6
Chevrolet,Civic,2006,14374,2.0,153,1800,Diesel,Manual,47080,4,4
Chevrolet,A4,2017,29600,6.0,465,3031,Diesel,CVT,116271,4,4
Chevrolet,A4,2021,30707,3.0,280,3406,Gasoline,Automatic,86319,4,4
Nissan,Camry,2002,102904,2.5,181,3875,Gasoline,Automatic,37102,4,4
Chevrolet,3 Series,2003,79657,3.0,216,2307,Diesel,Automatic,48990,4,4
Hyundai,3 Series,2018,58922,1.5,103,3041,Hybrid,Manual,51595,4,8
BMW,Silverado,2001,37333,5.0,421,2784,Diesel,CVT,150000,4,4
Nissan,F-150,2011,60565,2.5,237,3378,Diesel,Automatic,71177,4,4
Ford,3 Series,2000,0,5.0,383,2492,Diesel,Automatic,96396,4,4
Mercedes,Camry,2004,122616,4.0,353,1800,Diesel,Manual,136933,4,8
Audi,A4,2003,132555,3.0,261,2942,Electric,Automatic,100804,4,8
Volkswagen,Silverado,2003,94313,3.0,245,2807,Gasoline,Automatic,65676,4,4
BMW,C-Class,2018,38613,4.0,299,2191,Hybrid,Automatic,150000,4,4
Toyota,Civic,2022,13207,6.0,528,3929,Gasoline,CVT,143951,4,6
Chevrolet,Altima,2019,35096,2.5,180,2781,Gasoline,Manual,62299,4,6
Nissan,Tucson,2016,36235,2.5,240,4136,Gasoline,Automatic,71256,4,4
BMW,Tucson,2009,124606,4.0,276,1800,Electric,Automatic,136480,4,4
Chevrolet,Altima,2018,115020,2.5,211,2184,Gasoline,Automatic,57200,4,8
Hyundai,Golf,2007,109795,1.0,111,3308,Electric,Automatic,30180,4,6
Honda,Civic,2013,122493,4.0,269,2454,Hybrid,Automatic,95441,4,6
Honda,Camry,2023,44804,1.0,69,3672,Gasoline,Manual,48193,2,6
Chevrolet,3 Series,2019,135136,2.0,117,2737,Gasoline,Manual,36202,4,6
Toyota,Silverado,2023,52385,1.0,78,2489,Diesel,CVT,47138,4,4
Mercedes,Tucson,2018,70552,2.5,222,3663,Gasoline,Automatic,106555,4,4
Nissan,C-Class,2002,99863,2.5,221,2752,Hybrid,Manual,48326,4,8
Honda,Tucson,2012,107401,3.0,259,2861,Diesel,Manual,65342,4,4
Chevrolet,A4,2019,124618,1.5,178,4283,Gasoline,Automatic,40002,4,4
Mercedes,F-150,2017,66181,6.0,506,2138,Gasoline,Automatic,150000,4,4
Audi,A4,2023,41082,1.0,124,2547,Gasoline,Automatic,72555,4,6
Audi,Tucson,2010,105622,2.0,121,3342,Diesel,Manual,45586,4,6
Audi,Silverado,2024,38564,2.5,222,4033,Gasoline,Automatic,122585,4,6
Hyundai,Civic,2017,141589,2.0,185,3658,Gasoline,CVT,38223,4,4
Mercedes,F-150,2019,8781,4.0,310,3924,Gasoline,Automatic,150000,4,6
Audi,3 Series,2016,39692,4.0,292,2511,Gasoline,Manual,138593,4,4
Ford,3 Series,2019,93931,3.0,256,2518,Gasoline,Automatic,71544,4,6
Hyundai,Golf,2008,91942,4.0,332,2875,Gasoline,Manual,77253,4,8
BMW,Tucson,2024,75630,1.0,50,2465,Gasoline,Automatic,68466,4,6
Audi,Golf,2004,35331,3.0,284,2789,Hybrid,Automatic,106010,4,8
Nissan,C-Class,2022,85266,2.0,147,3369,Gasoline,Automatic,49078,4,4
Mercedes,Camry,2014,117228,2.0,197,3528,Gasoline,Automatic,84790,4,6
Toyota,C-Class,2000,30312,3.0,248,2584,Gasoline,Automatic,57115,4,4
Mercedes,Civic,2003,46783,1.5,106,3575,Electric,Automatic,57288,4,6
Audi,Silverado,2019,40127,6.0,433,3300,Gasoline,Automatic,150000,4,6
Volkswagen,Golf,2016,34024,6.0,452,3205,Hybrid,Automatic,145747,4,4
Toyota,Tucson,2016,12590,1.5,174,3282,Gasoline,Automatic,71087,4,4
BMW,Civic,2016,114989,1.5,113,3597,Gasoline,Automatic,61927,4,6
Audi,Golf,2000,70390,5.0,450,4013,Diesel,Automatic,127478,4,4
Nissan,Camry,2011,31488,5.0,367,2845,Gasoline,Automatic,93464,4,6
Volkswagen,Golf,2019,58444,2.0,181,4008,Gasoline,Automatic,66568,4,4
Mercedes,Tucson,2014,115436,6.0,443,1800,Gasoline,Manual,150000,4,6
Mercedes,C-Class,2013,63205,1.0,50,2858,Gasoline,Automatic,57152,4,6
Mercedes,A4,2005,111898,6.0,518,2920,Diesel,Manual,150000,4,4
Hyundai,Golf,2014,87742,1.5,129,2037,Gasoline,Automatic,42381,4,4
Chevrolet,Golf,2009,33244,5.0,370,4503,Gasoline,Manual,81658,2,4
Nissan,Tucson,2009,47484,5.0,417,3319,Gasoline,Automatic,99235,4,8
Honda,C-Class,2000,77787,5.0,412,3201,Hybrid,Automatic,100846,4,6
Chevrolet,Civic,2006,95818,2.5,207,3339,Hybrid,Automatic,51374,4,4
Volkswagen,Altima,2004,122557,2.0,81,2434,Gasoline,Automatic,19345,4,4
Chevrolet,C-Class,2009,85234,1.5,63,2079,Diesel,Automatic,26778,4,6
BMW,C-Class,2015,89190,4.0,317,3477,Gasoline,Manual,136040,4,6
Mercedes,C-Class,2003,83375,1.0,55,2541,Gasoline,Automatic,26106,4,4
Toyota,A4,2006,113086,5.0,390,2685,Electric,CVT,125635,4,8
Hyundai,Silverado,2004,69331,3.0,218,1800,Gasoline,Automatic,54310,4,8
Chevrolet,Civic,2008,58093,4.0,332,3130,Gasoline,Manual,68765,4,4
Toyota,C-Class,2024,81306,1.0,50,3623,Gasoline,Automatic,40682,4,6
Nissan,Tucson,2005,81230,6.0,468,2962,Diesel,Automatic,113370,4,4
Mercedes,Camry,2006,86514,4.0,315,2871,Gasoline,Manual,122426,2,6
Chevrolet,3 Series,2008,103462,5.0,367,3871,Diesel,Automatic,82002,4,6
Toyota,C-Class,2018,119890,1.0,112,4110,Gasoline,Automatic,30030,4,6
Volkswagen,Camry,2014,73254,1.5,65,2971,Diesel,Automatic,44267,4,4
Nissan,Tucson,2019,62401,3.0,260,2351,Diesel,Automatic,86138,4,4
Volkswagen,C-Class,2016,17688,5.0,435,2776,Diesel,Automatic,134672,4,4
BMW,Silverado,2005,29050,2.5,197,2497,Hybrid,Automatic,94523,4,4
Chevrolet,Altima,2005,10602,3.0,211,2913,Hybrid,Automatic,68652,4,8
Ford,Silverado,2006,109435,1.0,91,3787,Gasoline,Automatic,19277,4,6
Ford,Altima,2003,134496,1.5,130,2566,Gasoline,Automatic,30773,4,8
Nissan,Altima,2022,26548,1.5,50,2982,Gasoline,Automatic,49216,4,6
Volkswagen,Golf,2016,110964,2.5,236,2163,Gasoline,Automatic,69302,4,4
Chevrolet,Civic,2012,82781,4.0,322,3174,Diesel,Manual,82089,4,4
Mercedes,3 Series,2018,93114,6.0,465,2762,Hybrid,Automatic,150000,2,4
Toyota,F-150,2003,77138,5.0,369,2717,Hybrid,Automatic,102969,4,4
Audi,C-Class,2022,84340,2.5,195,3661,Diesel,Automatic,88813,4,4
Volkswagen,Golf,2016,92459,4.0,308,3154,Gasoline,Manual,90730,4,4
Mercedes,C-Class,2005,103597,1.0,78,2660,Electric,CVT,40272,4,8
Audi,Tucson,2005,113496,1.0,91,3551,Hybrid,Automatic,36375,4,6
Hyundai,Tucson,2002,76944,1.5,147,2143,Electric,Manual,39921,4,4
Honda,Golf,2014,100696,1.0,113,1800,Gasoline,Automatic,38877,4,6
Nissan,Silverado,2011,57277,2.5,235,4013,Gasoline,Automatic,56712,4,6
BMW,F-150,2019,116523,2.5,205,1800,Gasoline,Automatic,94434,4,4
Volkswagen,C-Class,2024,102774,2.0,92,2500,Gasoline,CVT,59801,4,4
Mercedes,A4,2015,110237,6.0,467,2788,Diesel,Automatic,150000,4,4
Nissan,Tucson,2015,119562,1.0,67,2559,Gasoline,Manual,21687,2,6
Audi,3 Series,2013,63200,5.0,398,2233,Diesel,CVT,150000,4,4
Hyundai,Altima,2018,97184,1.5,74,2322,Gasoline,Manual,32552,4,6
Audi,A4,2003,160419,6.0,457,2578,Gasoline,Automatic,134555,4,4
Ford,F-150,2024,70294,2.0,129,2689,Gasoline,Automatic,60448,4,4
Chevrolet,Tucson,2001,151766,2.5,211,2814,Diesel,Automatic,37396,4,6
Mercedes,Camry,2005,23712,1.0,82,3168,Hybrid,Automatic,59667,4,4
Ford,Tucson,2015,115155,2.0,128,2191,Gasoline,Automatic,37857,4,4
Hyundai,F-150,2013,18047,3.0,207,4164,Gasoline,Automatic,63509,4,6
Honda,Golf,2006,139890,1.5,50,2193,Gasoline,Automatic,11536,4,4
Chevrolet,Tucson,2011,65798,1.5,109,3531,Gasoline,Automatic,30940,4,4
Toyota,Camry,2012,85813,4.0,326,2061,Gasoline,Automatic,76972,4,4
Audi,F-150,2007,89735,5.0,406,3268,Gasoline,Automatic,137231,4,4
Ford,3 Series,2013,53431,3.0,281,2593,Gasoline,Automatic,73393,4,4
BMW,C-Class,2018,122181,5.0,409,4291,Gasoline,Manual,150000,4,4
Ford,Silverado,2019,45524,3.0,202,4751,Diesel,Manual,75782,2,4
Chevrolet,F-150,2024,92224,6.0,511,3598,Gasoline,Automatic,129608,4,4
Honda,Golf,2017,94619,1.0,67,2002,Gasoline,Automatic,34261,4,4
Toyota,Silverado,2003,41090,6.0,549,3887,Gasoline,Automatic,110172,4,6
Mercedes,C-Class,2018,55061,3.0,257,2995,Hybrid,Automatic,149894,4,4
Nissan,Camry,2001,34084,4.0,332,2492,Gasoline,Automatic,70061,4,4
Mercedes,Tucson,2005,101345,2.5,227,1800,Gasoline,CVT,87108,4,6
Nissan,C-Class,2006,58076,6.0,468,2439,Gasoline,Automatic,110307,2,4
Chevrolet,F-150,2017,125544,6.0,475,3342,Gasoline,Automatic,101559,4,4
Toyota,Silverado,2020,48305,2.5,229,2147,Gasoline,Automatic,86839,4,6
BMW,Altima,2001,73113,4.0,309,2666,Gasoline,CVT,101170,4,4
BMW,Altima,2024,136180,5.0,394,2902,Diesel,Manual,150000,4,8
Chevrolet,Golf,2014,33324,6.0,510,3272,Electric,Automatic,150000,4,4
Nissan,A4,2016,36852,5.0,417,2480,Gasoline,Automatic,104129,4,4
Mercedes,F-150,2008,117940,1.5,125,1800,Gasoline,Automatic,56265,4,4
Chevrolet,Civic,2018,60226,2.5,173,1800,Gasoline,Automatic,56825,4,4
Toyota,Altima,2014,51830,6.0,533,2873,Diesel,Automatic,136862,4,4
Nissan,Camry,2017,87095,6.0,449,3090,Hybrid,Automatic,132354,4,4
Volkswagen,A4,2015,129951,1.0,111,3100,Diesel,Automatic,27495,4,4
BMW,C-Class,2022,48822,5.0,443,2464,Gasoline,CVT,150000,4,6
Volkswagen,Tucson,2000,75069,6.0,483,3638,Electric,Manual,150000,4,8
BMW,C-Class,2018,73131,1.5,62,3397,Gasoline,Automatic,54896,4,4
Audi,A4,2012,9562,1.0,61,3221,Diesel,Automatic,54342,2,4
Nissan,Silverado,2023,46636,6.0,468,1800,Diesel,Automatic,136407,4,8
Honda,F-150,2001,43339,4.0,342,3195,Gasoline,Automatic,79404,4,4
Mercedes,C-Class,2006,93074,4.0,304,2930,Hybrid,Automatic,140936,4,4
Hyundai,Silverado,2012,105615,4.0,314,2398,Hybrid,Manual,83736,4,4
Mercedes,A4,2014,83742,3.0,228,3223,Gasoline,Manual,118770,4,8
Nissan,Silverado,2009,49138,4.0,368,3741,Gasoline,Automatic,88911,4,6
Ford,Altima,2011,66824,1.5,127,3414,Hybrid,Automatic,38541,2,4
Nissan,Altima,2004,47256,6.0,462,4411,Gasoline,Automatic,105734,4,4
Nissan,Golf,2024,20614,1.0,67,1800,Gasoline,Automatic,49235,4,4
Chevrolet,Golf,2014,97461,4.0,319,3638,Hybrid,Automatic,83448,2,6
Volkswagen,Silverado,2021,911,3.0,227,2122,Hybrid,Automatic,113299,4,8
Audi,Tucson,2022,121056,1.0,75,1800,Gasoline,Automatic,54543,4,4
Chevrolet,A4,2006,40473,2.5,206,3783,Gasoline,Automatic,48268,4,4
BMW,Silverado,2001,52027,6.0,483,4077,Gasoline,Automatic,150000,4,6
Ford,Altima,2022,47286,4.0,360,3604,Gasoline,Manual,95806,4,4
BMW,C-Class,2000,36211,5.0,363,2211,Gasoline,Manual,130437,4,4
Nissan,Camry,2016,55676,1.0,53,2103,Diesel,Automatic,38143,4,4
Honda,A4,2024,98196,6.0,519,1800,Gasoline,Manual,149358,4,4
Mercedes,3 Series,2018,105971,3.0,208,3293,Gasoline,Manual,119902,4,4
Audi,3 Series,2019,86794,6.0,522,4179,Gasoline,Automatic,150000,4,4
Mercedes,Camry,2015,84414,3.0,212,3112,Hybrid,Automatic,130192,4,4
Volkswagen,Camry,2017,96462,5.0,364,3930,Gasoline,CVT,104668,4,4
Mercedes,Silverado,2012,77156,1.5,87,2426,Gasoline,Manual,61445,2,6
Honda,Tucson,2019,105580,4.0,319,1800,Gasoline,Manual,96691,4,4
BMW,Tucson,2024,62088,6.0,498,3418,Gasoline,Automatic,150000,4,4
Nissan,Civic,2013,44554,5.0,387,3266,Gasoline,Manual,105363,4,4
Honda,Silverado,2002,10467,1.0,103,2653,Gasoline,Manual,37500,2,8
Honda,F-150,2001,62198,1.5,89,3639,Gasoline,Automatic,30606,4,4
Volkswagen,Altima,2007,58001,1.5,131,2818,Gasoline,Automatic,58003,4,8
Audi,3 Series,2001,95246,5.0,387,1819,Diesel,Automatic,131936,4,6
Audi,Silverado,2005,58880,2.5,208,3609,Diesel,Automatic,80208,4,4
Audi,Camry,2002,5855,6.0,492,3916,Gasoline,Automatic,150000,4,4
Toyota,C-Class,2019,112969,1.5,122,3699,Gasoline,Automatic,46977,4,4
Chevrolet,Altima,2007,62556,5.0,388,2338,Gasoline,Automatic,90805,4,6
Volkswagen,3 Series,2010,132510,6.0,442,3468,Hybrid,Automatic,116829,4,4
Hyundai,3 Series,2015,35724,1.5,148,3172,Gasoline,Automatic,40544,4,6
Honda,Tucson,2020,347,1.5,133,3058,Gasoline,Automatic,72450,4,6
Chevrolet,Golf,2024,53137,1.5,111,3393,Diesel,Automatic,55696,4,4
BMW,A4,2024,34460,4.0,352,3579,Gasoline,Automatic,150000,4,8
Audi,Civic,2024,63033,1.5,121,3385,Gasoline,Automatic,65832,4,6
Ford,Tucson,2010,0,2.5,175,3493,Gasoline,Automatic,55564,4,4
BMW,A4,2020,5279,1.5,129,2530,Gasoline,Automatic,102758,4,4
Nissan,3 Series,2007,101662,1.0,75,3141,Gasoline,Automatic,17065,4,4
Honda,Silverado,2022,31304,3.0,189,3976,Hybrid,Automatic,95748,4,4
Ford,F-150,2014,105772,1.5,141,2830,Gasoline,Automatic,36913,4,4
Mercedes,Silverado,2017,106958,4.0,363,3384,Diesel,Automatic,150000,4,6
Honda,Tucson,2016,0,6.0,433,3013,Gasoline,Automatic,137370,4,6
Chevrolet,Camry,2000,97650,6.0,455,2835,Gasoline,Automatic,86396,4,4
Honda,Civic,2009,6624,4.0,299,2212,Gasoline,Automatic,100673,4,4
BMW,Tucson,2017,130094,1.0,104,2249,Gasoline,Automatic,46910,4,4
Mercedes,C-Class,2001,60109,6.0,500,2224,Hybrid,Automatic,150000,4,4
Volkswagen,Camry,2008,88907,6.0,533,3690,Diesel,CVT,131508,4,4
Hyundai,Golf,2014,45248,1.5,116,2834,Diesel,Automatic,47661,4,4
Hyundai,3 Series,2015,0,3.0,205,4174,Diesel,Automatic,67650,4,4
Honda,Civic,2020,4802,6.0,483,2800,Gasoline,Automatic,147981,4,4
Audi,3 Series,2023,111031,1.0,68,2332,Hybrid,Automatic,69512,4,4
Volkswagen,Altima,2007,29104,1.0,117,2911,Hybrid,Automatic,44271,4,6
Chevrolet,Tucson,2009,111343,1.0,84,3190,Gasoline,Automatic,20535,2,4
Hyundai,A4,2011,83256,5.0,352,3848,Electric,Automatic,114681,4,8
Audi,Camry,2018,78784,4.0,287,2526,Hybrid,Automatic,137048,4,4
BMW,Camry,2016,44573,2.5,221,3303,Diesel,Automatic,112425,4,4
Nissan,Silverado,2007,110930,6.0,475,3611,Gasoline,Automatic,98910,4,4
Honda,Silverado,2002,99358,3.0,235,4093,Gasoline,Manual,42164,4,4
Honda,Golf,2002,93805,2.5,205,1800,Gasoline,Automatic,44330,4,6
Ford,Altima,2010,99370,2.5,181,1800,Gasoline,Automatic,47519,4,4
Toyota,Camry,2013,68999,1.5,115,2528,Diesel,Automatic,35875,4,8
Mercedes,F-150,2011,31336,2.5,181,4347,Hybrid,Manual,112872,4,8
Hyundai,Altima,2004,42603,1.0,133,3691,Gasoline,Automatic,24953,4,4
Volkswagen,Silverado,2002,158256,3.0,300,2643,Gasoline,CVT,49805,4,6
BMW,C-Class,2010,108342,5.0,427,3255,Diesel,Automatic,150000,4,4
Volkswagen,Silverado,2024,77023,1.0,138,2933,Gasoline,Automatic,57383,4,4
BMW,Tucson,2011,123926,5.0,393,3492,Diesel,CVT,149874,4,6
Chevrolet,Golf,2017,108861,3.0,324,3332,Gasoline,Automatic,69916,4,4
BMW,Altima,2005,43966,1.0,50,1837,Gasoline,Automatic,24113,4,4
Volkswagen,F-150,2009,124876,6.0,471,5176,Gasoline,Automatic,106853,4,4
Chevrolet,Tucson,2016,62245,1.5,71,4218,Hybrid,Automatic,33298,4,4
BMW,Tucson,2011,34268,2.5,187,4453,Diesel,Automatic,107085,4,4
Volkswagen,C-Class,2016,56241,2.0,188,1800,Hybrid,Manual,73266,4,6
Audi,Civic,2004,2115,2.5,186,1992,Gasoline,Automatic,89143,4,4
Nissan,Tucson,2015,127400,1.5,129,2199,Diesel,Manual,39539,4,8
Honda,Altima,2017,29754,6.0,480,3819,Electric,Automatic,150000,4,4
Chevrolet,C-Class,2021,110204,4.0,313,3998,Gasoline,Automatic,75001,4,4
Ford,Tucson,2010,92323,1.5,147,1800,Gasoline,Manual,36874,4,6
Nissan,Camry,2016,129426,6.0,464,3144,Gasoline,Automatic,107169,4,4
Toyota,3 Series,2000,102150,2.5,197,3129,Gasoline,Automatic,34514,4,6
Honda,Silverado,2016,88343,3.0,279,1800,Gasoline,Automatic,73543,4,6
BMW,Silverado,2012,85142,1.0,65,2687,Hybrid,Automatic,45550,4,6
Honda,F-150,2005,49113,4.0,283,3844,Gasoline,Automatic,78491,2,6
Mercedes,Golf,2021,32726,2.0,174,3349,Gasoline,Automatic,101306,4,4
Honda,F-150,2017,163990,5.0,453,1800,Diesel,Automatic,109468,4,4
Audi,Silverado,2000,82449,2.5,236,2953,Gasoline,Automatic,76165,4,6
Honda,Altima,2010,115616,1.0,119,2610,Diesel,CVT,31161,4,8
Ford,Golf,2013,28424,1.0,50,3452,Gasoline,Automatic,33160,4,4
Ford,Golf,2009,24682,5.0,430,2847,Hybrid,Manual,113538,4,8
Nissan,Altima,2015,93958,3.0,278,3891,Gasoline,Automatic,57886,2,4
Chevrolet,Camry,2014,65583,4.0,337,4395,Gasoline,Automatic,76061,4,4
Ford,3 Series,2019,81062,1.5,84,4986,Diesel,Manual,40538,4,6
Ford,Tucson,2015,100164,6.0,472,2847,Diesel,Automatic,122208,4,6
Honda,Altima,2014,66485,2.5,227,3418,Gasoline,Automatic,70788,4,4
Nissan,Civic,2014,86670,3.0,268,3707,Gasoline,Automatic,63209,4,4
Ford,Tucson,2003,75049,4.0,329,2966,Gasoline,Automatic,71312,2,6
Ford,Tucson,2004,80241,1.0,67,1800,Gasoline,Automatic,26416,4,6
Volkswagen,Tucson,2009,64450,2.5,240,3823,Gasoline,Automatic,59147,4,4
BMW,Tucson,2016,110967,1.0,121,3018,Hybrid,CVT,57717,4,4
Hyundai,Golf,2018,123114,6.0,464,2237,Gasoline,Automatic,111535,4,4
Volkswagen,Golf,2020,72834,6.0,456,2686,Gasoline,Automatic,136581,4,4
Toyota,Golf,2001,112263,1.5,123,4084,Hybrid,Automatic,19936,4,4
Volkswagen,Altima,2018,55547,6.0,504,3298,Diesel,Manual,145565,4,4
BMW,Altima,2002,77333,3.0,225,4334,Gasoline,Automatic,80434,4,4
Audi,Altima,2021,137276,2.5,147,3916,Hybrid,Automatic,76074,4,6
Audi,A4,2006,68208,1.0,71,2651,Gasoline,Automatic,41185,4,8
Honda,Camry,2004,65715,3.0,244,2732,Gasoline,Automatic,59205,4,6
Mercedes,Camry,2011,30528,5.0,347,2582,Electric,Automatic,150000,4,6
