Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Doors,Cylinders,Price
Toyota,Tacoma,2016,45329,3.5,245,3087,Hybrid,CVT,2,6,73617
Ford,Ranger,2012,26884,3.5,246,3937,Hybrid,Automatic,4,4,65642
Ford,Escape,2005,121806,2.0,180,3299,Hybrid,Manual,4,4,34085
Nissan,Pathfinder,2020,93679,4.0,266,3758,Gasoline,CVT,4,6,70877
BMW,X5,2011,70123,2.0,141,2722,Gasoline,Automatic,4,4,46228
Mercedes,E-Class,2007,60742,1.5,125,3541,Gasoline,Automatic,2,8,36638
Nissan,Sentra,2017,58552,2.0,147,2798,Gasoline,CVT,4,6,48732
Mercedes,C-Class,2005,25724,5.0,349,2790,Gasoline,Automatic,4,4,70098
Chevrolet,Silverado,2015,60062,1.5,194,2802,Gasoline,Automatic,4,4,47679
Honda,Pilot,2012,111396,6.0,452,3629,Gasoline,Automatic,4,4,77981
Chevrolet,Malibu,2020,101449,2.5,202,4179,Gasoline,Automatic,4,4,61294
Honda,CR-V,2016,77697,3.0,171,3222,Hybrid,Automatic,4,4,65612
Volkswagen,Tiguan,2005,113488,2.5,144,3132,Electric,Automatic,4,4,34020
Ford,Mustang,2016,85676,1.5,97,3018,Hybrid,Automatic,4,4,54944
Audi,A6,2021,67956,3.0,130,4332,Hybrid,Automatic,4,4,81921
Honda,Accord,2018,52007,2.5,184,4245,Gasoline,Automatic,4,4,64289
Audi,Q7,2005,94441,1.5,82,4114,Hybrid,Automatic,4,6,43656
Chevrolet,Silverado,2019,31527,1.5,185,3560,Gasoline,Automatic,4,6,58576
Honda,Accord,2012,70444,2.5,190,3946,Hybrid,Manual,4,6,50292
Mercedes,GLC,2010,100,1.5,163,4893,Hybrid,Automatic,4,6,65358
Honda,CR-V,2008,69219,2.5,199,4201,Hybrid,Automatic,4,4,48631
Ford,Escape,2011,66952,5.0,430,2286,Gasoline,CVT,4,4,66239
Ford,Explorer,2015,87865,2.0,174,3178,Gasoline,Automatic,4,4,45812
BMW,3 Series,2007,100390,6.0,421,3829,Gasoline,Automatic,2,4,83306
Ford,Escape,2017,55656,3.5,293,2929,Hybrid,Automatic,4,6,77509
Audi,A4,2018,66530,4.0,243,2197,Gasoline,CVT,4,4,85393
Mercedes,C-Class,2019,183737,6.0,415,5236,Diesel,CVT,4,6,101344
Nissan,Rogue,2017,97808,3.0,240,2116,Gasoline,Automatic,2,6,58921
Honda,Pilot,2007,112689,3.0,290,3191,Hybrid,Automatic,4,4,48798
Volkswagen,Jetta,2016,24967,1.5,70,3175,Hybrid,Automatic,4,6,58879
Volkswagen,Golf,2012,69416,5.0,367,3515,Gasoline,Manual,4,6,67312
Chevrolet,Silverado,2011,83151,6.0,381,3119,Gasoline,Automatic,4,4,76916
Hyundai,Santa Fe,2016,60163,2.0,131,4191,Hybrid,Automatic,4,4,61765
Chevrolet,Silverado,2010,62221,5.0,372,3258,Gasoline,Manual,4,8,71195
Volkswagen,Atlas,2017,54194,5.0,337,3218,Diesel,CVT,4,4,78699
Ford,F-150,2019,60215,2.5,195,3162,Diesel,Automatic,4,6,59074
Toyota,Corolla,2022,63184,3.0,218,3262,Hybrid,Automatic,4,4,78802
Toyota,Tacoma,2005,75528,2.5,171,4215,Gasoline,Automatic,4,4,33780
Hyundai,Elantra,2015,134297,4.0,291,3390,Hybrid,Automatic,4,6,74887
Volkswagen,Tiguan,2010,24148,6.0,376,4350,Gasoline,Automatic,4,4,80162
Mercedes,GLC,2008,112608,3.5,290,3913,Diesel,CVT,4,4,64499
Nissan,Rogue,2005,76670,6.0,467,3344,Diesel,CVT,4,4,70146
Chevrolet,Malibu,2023,61973,2.5,145,3882,Gasoline,Automatic,4,4,61111
Mercedes,GLC,2009,56458,3.0,182,3599,Hybrid,Automatic,4,6,68972
Audi,A4,2023,137588,2.0,194,3602,Gasoline,CVT,4,4,68138
BMW,3 Series,2022,88444,5.0,355,2110,Hybrid,Automatic,4,6,111961
Mercedes,C-Class,2022,65626,6.0,378,3940,Hybrid,Manual,4,6,113413
Ford,Ranger,2023,51544,6.0,399,4143,Gasoline,Automatic,4,4,97692
Nissan,Pathfinder,2017,51337,3.5,254,3515,Gasoline,Manual,4,4,71853
Honda,Accord,2023,46253,1.5,147,2953,Hybrid,Automatic,4,4,72193
Nissan,Sentra,2012,164148,6.0,464,3499,Diesel,Automatic,4,8,80241
Ford,Explorer,2019,72864,2.5,188,3761,Hybrid,Automatic,4,6,74688
Toyota,Highlander,2008,67957,5.0,324,3939,Gasoline,CVT,2,6,66233
Honda,Accord,2019,104379,2.5,192,3132,Gasoline,Automatic,4,6,54617
Ford,F-150,2008,7829,6.0,358,3421,Gasoline,Automatic,4,4,66864
Audi,A4,2008,115104,2.5,209,3266,Gasoline,Manual,4,6,51113
Audi,A4,2015,68192,4.0,296,4133,Diesel,Automatic,4,4,74560
Toyota,Camry,2020,48887,6.0,327,4056,Gasoline,Automatic,4,4,93714
Audi,Q5,2011,58197,2.0,193,3982,Gasoline,CVT,2,4,54321
Honda,Accord,2021,79203,5.0,355,3892,Gasoline,Automatic,4,8,91653
Chevrolet,Malibu,2014,39548,3.0,225,4562,Hybrid,Automatic,4,4,68749
Mercedes,C-Class,2005,52306,1.5,123,3320,Gasoline,Automatic,4,8,40525
Mercedes,GLE,2022,66943,6.0,394,3875,Gasoline,Automatic,2,4,99651
Mercedes,GLE,2007,36211,2.0,135,3919,Gasoline,Automatic,2,4,43508
Hyundai,Elantra,2019,66387,3.5,262,4290,Gasoline,Automatic,4,6,58949
Toyota,4Runner,2015,47193,2.5,163,4099,Gasoline,Automatic,4,4,48316
Chevrolet,Malibu,2020,52466,3.0,227,3180,Gasoline,Automatic,4,4,59529
Toyota,Tacoma,2012,70453,2.5,145,2597,Gasoline,CVT,2,8,43943
Mercedes,GLE,2007,119262,6.0,382,3206,Gasoline,Automatic,4,4,69364
Volkswagen,Golf,2005,85182,4.0,229,2788,Gasoline,Manual,2,4,51899
Volkswagen,Golf,2008,77757,2.5,165,3678,Hybrid,Automatic,2,6,41517
Audi,Q5,2017,58816,1.5,101,3235,Hybrid,Automatic,4,4,70291
Hyundai,Sonata,2010,46483,5.0,325,2174,Gasoline,Automatic,4,4,69933
Nissan,Rogue,2009,99451,4.0,329,2879,Gasoline,CVT,4,4,60416
Hyundai,Elantra,2014,100373,2.0,89,4594,Gasoline,Automatic,2,4,40987
Hyundai,Sonata,2013,63739,6.0,421,4688,Diesel,Automatic,4,4,81297
Volkswagen,Tiguan,2008,119148,3.5,211,4912,Hybrid,Automatic,4,6,46600
Nissan,Sentra,2020,45737,3.5,222,3922,Gasoline,CVT,4,8,71529
BMW,5 Series,2008,98732,6.0,383,4349,Hybrid,CVT,4,4,87434
Ford,Mustang,2016,44550,2.5,182,3652,Gasoline,Manual,4,6,63070
Honda,Pilot,2021,35513,5.0,320,4080,Diesel,Automatic,4,6,91380
Nissan,Pathfinder,2007,9775,3.0,216,2921,Gasoline,Automatic,4,4,50853
Toyota,Tacoma,2008,42394,4.0,289,4258,Gasoline,Automatic,4,6,52634
Honda,Civic,2017,90050,3.0,183,1943,Gasoline,Automatic,4,6,57349
Honda,HR-V,2013,63306,4.0,272,3425,Diesel,Automatic,4,8,67935
Ford,Mustang,2010,93642,1.5,70,3495,Hybrid,CVT,4,6,34960
BMW,X3,2020,50937,6.0,466,3070,Gasoline,Automatic,4,4,112293
BMW,X3,2009,97583,3.5,274,3605,Gasoline,Automatic,2,6,58210
Mercedes,C-Class,2007,100494,4.0,334,3620,Gasoline,Manual,4,6,61446
Volkswagen,Tiguan,2010,23095,5.0,335,2977,Diesel,CVT,4,4,71875
BMW,X3,2013,77933,5.0,405,3109,Gasoline,Automatic,4,4,87938
Audi,Q5,2010,61043,5.0,451,3907,Gasoline,Automatic,2,6,88819
Mercedes,E-Class,2023,54148,3.0,179,2564,Gasoline,Automatic,4,4,88707
Ford,Ranger,2010,94310,3.5,297,4224,Gasoline,Automatic,4,4,53224
Nissan,Rogue,2014,23754,4.0,321,2945,Gasoline,Automatic,4,6,71052
Toyota,RAV4,2009,100,2.5,160,2991,Gasoline,CVT,4,6,45255
Volkswagen,Tiguan,2024,42299,6.0,365,4773,Gasoline,CVT,2,4,94494
Nissan,Rogue,2015,78196,3.5,291,3199,Diesel,Automatic,4,8,58408
Volkswagen,Atlas,2013,60629,4.0,281,3203,Gasoline,Automatic,4,4,61584
Volkswagen,Jetta,2006,92558,3.5,234,4733,Gasoline,Automatic,4,4,42024
Honda,CR-V,2007,129021,5.0,366,2538,Gasoline,Automatic,4,6,57593
Ford,F-150,2014,64738,1.5,114,4287,Hybrid,Manual,4,4,44344
Nissan,Rogue,2006,140413,3.5,202,4844,Gasoline,Automatic,4,4,32759
Volkswagen,Tiguan,2023,104169,2.0,206,4244,Gasoline,Automatic,4,6,57999
Mercedes,E-Class,2017,59748,2.0,200,3265,Gasoline,Automatic,4,4,68203
Mercedes,E-Class,2020,39826,6.0,374,4301,Diesel,Automatic,4,4,105328
Audi,A6,2005,82169,3.5,230,3893,Gasoline,Automatic,4,6,54737
Volkswagen,Tiguan,2017,98354,1.5,210,3928,Gasoline,Automatic,4,6,49207
Nissan,Altima,2017,88279,1.5,89,2749,Gasoline,Automatic,2,8,47941
Nissan,Altima,2019,51886,2.5,199,3254,Gasoline,Automatic,4,4,63517
Volkswagen,Golf,2018,48051,3.5,255,4792,Gasoline,Automatic,4,4,69193
Chevrolet,Equinox,2022,109946,4.0,344,3850,Gasoline,Automatic,2,4,77580
Mercedes,C-Class,2020,22818,6.0,423,3946,Gasoline,CVT,4,4,110231
Ford,Ranger,2015,31806,2.0,157,2674,Gasoline,CVT,4,4,52127
Volkswagen,Tiguan,2016,79642,2.5,160,3647,Gasoline,Automatic,4,8,55223
Mercedes,GLC,2011,54953,6.0,487,4234,Diesel,CVT,2,8,93579
BMW,5 Series,2010,39279,3.5,255,3002,Gasoline,Automatic,4,4,66384
Mercedes,E-Class,2007,117880,2.5,145,2430,Gasoline,Automatic,2,6,41347
BMW,3 Series,2018,18135,3.0,231,4385,Gasoline,CVT,4,6,84809
BMW,X3,2006,101241,5.0,390,2089,Gasoline,Automatic,4,6,75869
Chevrolet,Tahoe,2014,99165,5.0,345,3097,Gasoline,Manual,4,4,71984
Volkswagen,Atlas,2014,34654,6.0,396,4233,Gasoline,CVT,4,6,85034
Nissan,Sentra,2011,44232,3.5,258,4392,Gasoline,Automatic,4,4,65337
Nissan,Pathfinder,2022,50277,3.0,239,4604,Gasoline,Automatic,4,4,78165
Ford,Mustang,2012,76845,1.5,171,3037,Gasoline,CVT,4,4,39726
Ford,Escape,2023,68899,4.0,286,4093,Gasoline,Automatic,4,6,80464
Chevrolet,Malibu,2006,101183,5.0,366,2752,Gasoline,Automatic,4,6,50443
Ford,Mustang,2019,49024,2.0,189,4485,Gasoline,Automatic,4,4,59332
Volkswagen,Golf,2024,106894,1.5,87,4013,Hybrid,Automatic,4,4,57958
Chevrolet,Silverado,2006,101352,6.0,461,3726,Gasoline,Automatic,4,4,66131
Toyota,4Runner,2018,70318,3.0,217,3432,Gasoline,CVT,4,4,56209
Mercedes,C-Class,2023,25372,4.0,268,3847,Electric,Automatic,4,4,109438
Hyundai,Elantra,2022,50771,5.0,404,3621,Gasoline,Automatic,4,4,87658
Honda,CR-V,2021,61528,2.0,126,4024,Gasoline,Automatic,4,6,58701
BMW,5 Series,2010,119096,1.5,154,3055,Gasoline,Automatic,4,6,42619
Honda,CR-V,2013,55830,3.0,222,4393,Gasoline,Automatic,2,6,48549
Toyota,4Runner,2012,90262,4.0,274,4246,Gasoline,Automatic,4,4,65897
Mercedes,GLC,2011,67732,3.5,261,3219,Hybrid,Automatic,4,4,80897
BMW,3 Series,2016,54476,2.5,187,3671,Gasoline,Automatic,4,4,60349
Volkswagen,Tiguan,2007,57395,2.0,197,3700,Gasoline,Automatic,4,6,38853
Chevrolet,Malibu,2005,23304,2.0,225,3044,Gasoline,Automatic,4,4,34974
Honda,CR-V,2024,85611,3.5,239,5006,Hybrid,CVT,4,6,82667
Honda,Pilot,2022,44387,6.0,402,3622,Gasoline,Automatic,4,4,99034
Honda,CR-V,2010,26017,3.5,171,2940,Gasoline,Automatic,4,6,50953
Hyundai,Elantra,2005,43393,4.0,297,3887,Gasoline,Automatic,4,4,49497
Ford,Mustang,2024,75370,6.0,407,1912,Hybrid,Automatic,4,6,104694
Audi,A4,2024,112164,2.0,154,3373,Gasoline,CVT,4,6,73640
BMW,X5,2006,46953,1.5,192,2209,Hybrid,Automatic,2,4,52347
Ford,Escape,2019,31563,5.0,369,4032,Diesel,Automatic,2,6,88125
Volkswagen,Jetta,2007,14496,5.0,343,3773,Electric,Automatic,4,4,72936
Hyundai,Tucson,2012,26521,3.5,212,4236,Gasoline,Automatic,4,8,59931
Nissan,Sentra,2019,119790,3.0,244,3049,Gasoline,Automatic,4,4,53915
Hyundai,Tucson,2008,94070,5.0,327,3888,Gasoline,Automatic,4,4,58805
Ford,Mustang,2010,19442,2.5,155,3728,Diesel,Automatic,4,6,49320
Chevrolet,Malibu,2024,56237,3.0,217,2282,Hybrid,Automatic,4,4,83246
Ford,Ranger,2016,41235,4.0,291,3792,Gasoline,Automatic,2,4,64866
Ford,Ranger,2023,111635,3.5,290,3160,Diesel,Automatic,4,6,68501
Honda,HR-V,2023,110845,5.0,414,3835,Hybrid,Automatic,4,8,97739
Ford,Escape,2013,84768,6.0,432,3701,Hybrid,Automatic,2,4,89314
Ford,Ranger,2005,106921,2.0,257,4190,Gasoline,CVT,4,4,30289
BMW,3 Series,2014,26864,5.0,335,2071,Diesel,Automatic,2,4,90490
Toyota,Highlander,2006,74557,2.0,142,2802,Gasoline,Automatic,4,4,30845
Ford,Explorer,2006,81817,6.0,501,4034,Hybrid,Automatic,4,6,80059
Honda,CR-V,2013,100,6.0,446,4045,Hybrid,Automatic,4,8,102662
Honda,Pilot,2007,13608,5.0,348,3605,Gasoline,CVT,4,6,65986
Mercedes,GLC,2008,68787,5.0,356,4605,Gasoline,Automatic,4,6,73865
Volkswagen,Golf,2016,69734,1.5,141,3134,Gasoline,Automatic,4,6,43874
Nissan,Rogue,2008,40401,1.5,177,2978,Hybrid,CVT,2,6,37062
Chevrolet,Equinox,2013,122812,3.0,247,3671,Hybrid,Automatic,4,4,61334
Chevrolet,Malibu,2018,64394,6.0,507,3050,Gasoline,Automatic,2,4,100475
Honda,Pilot,2013,42587,3.5,227,4059,Gasoline,CVT,4,4,58990
Chevrolet,Tahoe,2015,71030,4.0,273,3319,Gasoline,Automatic,4,6,62257
Ford,Explorer,2013,101564,2.5,139,3520,Hybrid,Automatic,2,4,51074
Audi,A6,2021,110046,6.0,459,1873,Diesel,Automatic,4,4,106235
BMW,5 Series,2024,16688,2.0,138,3280,Gasoline,Automatic,4,6,76115
Toyota,4Runner,2023,123947,6.0,403,2961,Electric,Automatic,4,4,97120
Audi,A6,2012,44626,3.0,208,3839,Hybrid,Manual,4,4,77580
Chevrolet,Malibu,2010,1881,4.0,293,2812,Gasoline,Automatic,4,4,62853
Ford,Ranger,2015,78720,1.5,146,3052,Diesel,Automatic,4,4,38917
Audi,A6,2017,60516,2.5,300,3118,Diesel,CVT,4,4,73126
Mercedes,C-Class,2011,60561,5.0,320,2792,Hybrid,Automatic,4,4,90776
BMW,X5,2015,67001,6.0,430,1266,Gasoline,Automatic,4,4,99049
Mercedes,E-Class,2009,112963,3.5,237,2672,Gasoline,CVT,4,4,57731
Ford,Explorer,2022,38628,3.5,266,4073,Gasoline,Automatic,4,4,77829
Ford,Ranger,2022,71208,5.0,346,2983,Gasoline,Automatic,4,4,93660
Ford,F-150,2007,145260,2.0,119,3746,Gasoline,Automatic,2,4,19160
Volkswagen,Jetta,2024,47440,5.0,403,3515,Hybrid,Automatic,4,6,103775
Mercedes,E-Class,2012,14550,5.0,325,4164,Hybrid,Automatic,2,4,93006
BMW,5 Series,2006,33792,5.0,321,3875,Gasoline,CVT,4,4,74567
Mercedes,GLC,2014,100,1.5,70,3322,Gasoline,Automatic,4,4,53783
Ford,Ranger,2023,81972,2.0,162,2753,Gasoline,Automatic,2,4,64749
Hyundai,Sonata,2019,83221,4.0,275,3053,Gasoline,Automatic,4,4,71108
Audi,A4,2015,101228,5.0,357,2627,Hybrid,Automatic,4,4,93547
Toyota,Camry,2007,115199,6.0,284,3001,Gasoline,CVT,2,6,66652
Ford,Explorer,2021,34413,3.5,259,3247,Hybrid,Automatic,4,4,79177
Chevrolet,Equinox,2018,101085,2.5,155,3776,Gasoline,Automatic,4,6,44862
Honda,HR-V,2018,51121,6.0,343,3156,Gasoline,Automatic,4,6,82227
BMW,X5,2009,72593,1.5,215,3971,Hybrid,Automatic,4,4,56649
Volkswagen,Atlas,2005,70322,1.5,177,3052,Gasoline,Automatic,4,4,23703
Volkswagen,Tiguan,2011,67277,6.0,315,4539,Gasoline,Manual,4,4,65835
Chevrolet,Malibu,2009,69339,2.0,154,3643,Gasoline,Automatic,4,4,41721
Audi,A6,2009,72226,3.0,238,4843,Electric,CVT,4,6,70623
BMW,3 Series,2006,66579,3.0,218,2986,Hybrid,CVT,4,6,66394
Mercedes,E-Class,2013,107907,5.0,337,3291,Gasoline,Automatic,4,4,83017
Audi,Q5,2017,109558,2.0,184,2617,Gasoline,CVT,4,4,65265
Audi,A6,2009,108042,1.5,70,3200,Electric,Automatic,4,6,44676
Ford,Explorer,2013,107360,1.5,149,4127,Gasoline,CVT,4,4,37330
Audi,A4,2006,100,6.0,411,1724,Gasoline,Automatic,2,4,84742
Ford,Escape,2007,74928,3.5,304,3635,Gasoline,Automatic,4,6,50961
Nissan,Altima,2020,70248,2.0,191,3007,Gasoline,Manual,4,4,55154
Ford,F-150,2016,45583,2.5,154,4045,Gasoline,Automatic,4,6,58719
Nissan,Rogue,2015,72104,4.0,328,3446,Hybrid,Manual,4,4,69677
Hyundai,Elantra,2010,115723,3.0,246,3570,Gasoline,CVT,4,8,42448
Volkswagen,Golf,2017,62905,2.5,164,3896,Hybrid,Automatic,2,4,66871
Hyundai,Sonata,2006,68653,5.0,326,3332,Hybrid,Automatic,4,4,64777
Toyota,4Runner,2013,107067,4.0,279,4476,Diesel,Automatic,4,4,55610
Audi,A6,2018,57266,6.0,369,3482,Hybrid,Automatic,4,4,109229
Hyundai,Tucson,2007,115851,1.5,129,3785,Hybrid,Automatic,4,4,32665
Nissan,Rogue,2009,35409,2.5,140,4493,Gasoline,Automatic,4,4,35451
Chevrolet,Silverado,2008,52930,1.5,170,2609,Gasoline,Automatic,2,4,31169
Chevrolet,Tahoe,2018,84438,3.0,209,4606,Hybrid,Automatic,4,6,68424
Ford,Explorer,2022,26098,2.0,175,2423,Gasoline,Automatic,4,6,63007
Mercedes,E-Class,2011,43010,2.0,111,2055,Gasoline,Automatic,4,4,55219
BMW,X3,2008,43240,6.0,445,4372,Electric,Automatic,4,6,93423
Nissan,Rogue,2016,76835,3.0,242,3483,Gasoline,CVT,4,4,63514
Nissan,Sentra,2012,109285,3.5,293,3605,Diesel,Automatic,4,4,51869
Audi,A6,2022,77576,6.0,371,3175,Gasoline,Automatic,4,6,98413
Mercedes,GLC,2017,39270,6.0,432,2778,Electric,Automatic,4,8,119318
Hyundai,Sonata,2012,74887,3.5,225,3555,Gasoline,Automatic,4,4,56788
Mercedes,E-Class,2006,130394,2.0,159,3550,Gasoline,Automatic,4,4,37770
BMW,X3,2007,90861,5.0,419,3767,Gasoline,Automatic,4,4,70491
Chevrolet,Malibu,2005,51373,3.5,272,3032,Diesel,Automatic,4,6,48747
Honda,CR-V,2020,70041,2.5,179,4201,Gasoline,Automatic,4,4,59288
Ford,Mustang,2012,42890,6.0,360,1771,Gasoline,Automatic,2,6,85590
Honda,CR-V,2011,149779,2.5,164,3778,Diesel,Automatic,4,4,43728
Mercedes,C-Class,2019,97246,2.0,137,4236,Gasoline,Manual,4,4,68892
Hyundai,Santa Fe,2009,38918,3.0,251,4095,Gasoline,Automatic,4,6,46785
Volkswagen,Atlas,2010,112701,3.0,147,4092,Gasoline,Automatic,4,4,39138
Volkswagen,Jetta,2017,58933,5.0,318,3109,Gasoline,Automatic,2,4,78749
Honda,Accord,2020,51047,1.5,134,3035,Hybrid,Automatic,2,6,56165
Nissan,Rogue,2015,86792,3.5,287,3408,Hybrid,CVT,4,6,73764
Chevrolet,Malibu,2011,43431,4.0,334,3936,Hybrid,Automatic,4,4,68140
Honda,Accord,2013,127403,4.0,308,3248,Diesel,Automatic,4,4,58539
Nissan,Pathfinder,2022,77000,2.5,229,1891,Electric,Manual,2,6,79393
BMW,X3,2006,138396,3.5,329,2287,Gasoline,CVT,4,6,58687
Nissan,Sentra,2023,113699,2.5,198,3662,Gasoline,Automatic,4,4,70429
Toyota,RAV4,2011,29812,1.5,201,3301,Gasoline,CVT,4,4,43105
Honda,HR-V,2011,117190,1.5,142,3913,Gasoline,CVT,4,4,28961
Volkswagen,Tiguan,2024,100,3.5,356,2744,Electric,Automatic,4,6,98010
Mercedes,C-Class,2005,34480,6.0,387,3746,Diesel,Automatic,4,4,89846
Honda,Civic,2011,80859,2.0,276,3019,Gasoline,Automatic,2,6,42820
Honda,HR-V,2006,98462,2.5,203,3393,Diesel,Automatic,4,8,32154
Ford,Mustang,2015,120598,2.0,253,3315,Gasoline,Automatic,4,8,46578
BMW,3 Series,2005,75486,1.5,150,4475,Gasoline,Automatic,4,4,47024
Audi,Q5,2013,29919,5.0,363,3118,Electric,Automatic,4,8,99823
Nissan,Rogue,2024,85777,6.0,433,3315,Gasoline,CVT,4,6,99687
Audi,Q5,2012,32452,2.0,218,2822,Hybrid,Automatic,4,8,64174
Toyota,RAV4,2013,72222,1.5,157,4663,Gasoline,Automatic,4,6,41317
Audi,Q7,2023,84816,3.0,308,3705,Hybrid,Automatic,4,4,95409
Hyundai,Tucson,2012,105659,2.5,273,2900,Diesel,Automatic,4,4,43388
Toyota,Camry,2020,40850,6.0,465,3575,Gasoline,Automatic,4,8,105914
BMW,5 Series,2013,58937,6.0,432,2943,Gasoline,Automatic,4,4,97405
Nissan,Sentra,2013,100,5.0,380,3907,Diesel,Automatic,4,4,73906
Toyota,Tacoma,2022,91710,1.5,78,2798,Gasoline,Automatic,4,4,54111
Hyundai,Tucson,2013,79461,6.0,500,3752,Gasoline,Automatic,4,4,80730
Audi,A4,2007,9585,6.0,476,2757,Gasoline,Automatic,4,6,92431
Chevrolet,Silverado,2006,28652,3.5,249,3554,Gasoline,CVT,4,4,39200
Chevrolet,Malibu,2024,25972,2.0,111,2215,Gasoline,Automatic,4,6,58286
Hyundai,Tucson,2006,62868,5.0,310,3664,Gasoline,Automatic,4,6,63183
Audi,A6,2011,54568,5.0,310,3817,Hybrid,Automatic,4,6,89514
BMW,3 Series,2013,26519,5.0,286,4655,Diesel,Automatic,4,4,82257
Ford,Explorer,2009,95018,3.0,150,2561,Hybrid,Automatic,4,4,47668
Chevrolet,Silverado,2006,119913,4.0,252,2409,Gasoline,Automatic,4,4,45495
Honda,Pilot,2018,67828,2.0,100,2399,Gasoline,Automatic,2,6,47926
Audi,A6,2021,32085,2.0,147,3979,Gasoline,Automatic,4,4,80415
Nissan,Sentra,2024,20767,5.0,388,3030,Gasoline,Manual,4,4,94103
Audi,Q7,2019,60472,2.0,165,3154,Gasoline,Manual,4,4,71427
Hyundai,Tucson,2021,64844,3.0,224,2960,Gasoline,Automatic,4,4,68314
Nissan,Sentra,2019,21783,5.0,332,3814,Electric,Automatic,4,6,99810
Chevrolet,Tahoe,2022,55438,5.0,398,2476,Gasoline,Automatic,4,4,95473
Hyundai,Tucson,2009,70731,3.0,234,4476,Gasoline,Manual,4,4,42698
Volkswagen,Jetta,2012,61215,3.5,265,4393,Hybrid,Automatic,4,4,72558
Honda,Civic,2008,29674,5.0,366,4726,Gasoline,Automatic,4,6,75027
BMW,3 Series,2019,92533,3.0,210,3356,Gasoline,Automatic,4,4,77706
Honda,CR-V,2013,105416,2.0,172,3699,Electric,CVT,4,6,50493
Volkswagen,Golf,2020,80279,2.0,194,3214,Gasoline,Automatic,4,4,59251
Chevrolet,Equinox,2012,53989,1.5,81,3540,Gasoline,Automatic,4,8,34011
Honda,Accord,2024,45125,1.5,116,3365,Gasoline,CVT,4,6,66833
Volkswagen,Tiguan,2015,49034,3.0,186,3667,Hybrid,Automatic,4,4,57640
Honda,Accord,2012,132646,3.5,289,2583,Gasoline,CVT,2,4,50256
Volkswagen,Atlas,2009,93847,3.0,178,1817,Gasoline,Automatic,4,4,49040
BMW,X3,2009,105043,5.0,386,3133,Gasoline,CVT,4,4,79537
Hyundai,Tucson,2006,112199,3.5,310,4276,Gasoline,CVT,4,4,45249
BMW,3 Series,2005,95207,3.5,278,2816,Gasoline,CVT,4,4,53392
Ford,Mustang,2014,92775,3.0,297,3834,Gasoline,Automatic,4,4,55360
Volkswagen,Jetta,2024,33636,2.0,112,4143,Gasoline,Automatic,4,4,63896
Chevrolet,Equinox,2006,121610,2.5,204,4530,Gasoline,Automatic,4,4,34226
Volkswagen,Atlas,2008,9403,2.0,105,3252,Gasoline,Automatic,4,4,31517
BMW,3 Series,2017,78176,3.0,278,4925,Gasoline,Automatic,4,6,77325
Audi,Q7,2016,55686,4.0,312,3316,Gasoline,CVT,4,4,81824
Honda,CR-V,2023,94850,2.0,232,3531,Gasoline,Automatic,4,6,65373
Nissan,Sentra,2010,33988,2.0,152,3364,Diesel,Automatic,4,6,46712
Ford,F-150,2020,48168,4.0,255,2425,Electric,CVT,4,6,86762
Volkswagen,Golf,2012,91981,3.5,315,4787,Gasoline,Automatic,4,4,59431
Hyundai,Elantra,2021,34350,3.5,259,2485,Gasoline,Automatic,4,4,80509
Toyota,RAV4,2015,144690,1.5,153,4092,Gasoline,Manual,4,4,40818
Chevrolet,Malibu,2023,83899,2.0,229,3068,Hybrid,Automatic,4,4,75629
Toyota,Tacoma,2024,42645,2.5,196,3821,Gasoline,CVT,4,4,72401
Honda,Pilot,2018,127209,2.5,208,3422,Gasoline,Manual,4,6,51851
Chevrolet,Silverado,2010,92913,6.0,401,2294,Diesel,Automatic,4,4,74988
Chevrolet,Tahoe,2006,122584,4.0,305,2577,Gasoline,Automatic,4,6,48191
BMW,3 Series,2015,109115,3.0,297,4937,Gasoline,Automatic,4,4,71429
Audi,Q5,2007,129216,2.0,183,5044,Gasoline,Automatic,4,4,41819
Honda,HR-V,2005,97716,2.0,103,3326,Gasoline,Automatic,4,6,22701
Volkswagen,Golf,2019,106960,5.0,324,4082,Gasoline,Automatic,4,4,84763
Chevrolet,Malibu,2022,73028,3.0,264,2829,Gasoline,Automatic,4,4,75038
Ford,Mustang,2014,96197,4.0,244,3853,Gasoline,Automatic,2,4,51554
Honda,HR-V,2008,54477,4.0,344,3363,Gasoline,Automatic,4,8,53306
Toyota,Tacoma,2017,33898,6.0,446,4319,Gasoline,CVT,4,4,91631
Toyota,RAV4,2023,112996,6.0,391,2996,Diesel,Automatic,4,6,92702
Hyundai,Santa Fe,2016,82537,6.0,338,3224,Gasoline,Automatic,4,6,79629
Ford,Explorer,2013,47183,1.5,129,4520,Hybrid,Manual,4,4,52608
BMW,3 Series,2010,93180,5.0,356,2882,Hybrid,Automatic,4,6,79583
Volkswagen,Golf,2010,34061,6.0,481,4301,Gasoline,Automatic,4,4,79921
Chevrolet,Malibu,2013,92123,1.5,145,1741,Gasoline,Automatic,4,4,41988
Honda,Pilot,2012,61836,2.0,226,2095,Electric,Automatic,2,6,56751
Ford,Escape,2018,68285,3.0,243,4529,Gasoline,CVT,4,4,58236
Ford,Explorer,2010,126637,3.5,274,3780,Gasoline,CVT,2,8,49811
